URL,Pageviews,Unique_Pageviews,Avg_Time_on_Page,Entrances,Bounce_Rate,%_Exit,OBJECTID
/opendata.dc.gov/datasets/all-summer-events,33,25,0:01:10,2,0.00%,18.18%,2352
/opendata.dc.gov/datasets/b2586556b54e417ca337d45a0f2cb11d_3,33,18,0:00:20,3,0.00%,3.03%,2353
/opendata.dc.gov/datasets/c3c0ae91dca54c5d9ce56962fa0dd645_68,33,21,0:00:42,1,100.00%,12.12%,2354
/opendata.dc.gov/datasets/c4368a66ce65455595a211d530facc54_3,33,21,0:02:03,1,0.00%,6.06%,2355
/opendata.dc.gov/datasets/census-tracts-1950,33,32,0:01:03,0,0.00%,12.12%,2356
/opendata.dc.gov/datasets/census-tracts-1970,33,27,0:00:29,0,0.00%,12.12%,2357
/opendata.dc.gov/datasets/conventional-trash-days,33,25,0:00:35,0,0.00%,15.15%,2358
/opendata.dc.gov/datasets/crime-incidents-in-2010/data,33,29,0:03:59,0,0.00%,24.24%,2359
/opendata.dc.gov/datasets/guardrails-and-barriers,33,25,0:01:02,0,0.00%,3.03%,2360
/opendata.dc.gov/datasets/maryland-area-regional-commuter-train-stops,33,27,0:02:23,0,0.00%,9.09%,2361
/opendata.dc.gov/datasets/moving-violations-issued-in-february-2016,33,24,0:01:05,0,0.00%,15.15%,2362
/opendata.dc.gov/datasets/obstructed-areas,33,26,0:00:21,1,0.00%,6.06%,2363
/opendata.dc.gov/datasets/pharmacy-locations/data,33,27,0:01:42,4,25.00%,33.33%,2364
/opendata.dc.gov/datasets/police-stations/data,33,28,0:00:45,0,0.00%,12.12%,2365
/opendata.dc.gov/datasets/pothole-last-30-days,33,29,0:03:10,0,0.00%,18.18%,2366
/opendata.dc.gov/datasets/residential-wireline-adoption-rate-by-census-tract,33,21,0:02:31,0,0.00%,9.09%,2367
/opendata.dc.gov/datasets/school-election-districts,33,27,0:00:32,0,0.00%,18.18%,2368
/opendata.dc.gov/datasets/stairs,33,27,0:01:27,0,0.00%,12.12%,2369
/opendata.dc.gov/datasets/ufa-street-trees/data,33,29,0:03:34,1,0.00%,15.15%,2370
/opendata.dc.gov/datasets?content=spatial dataset&page=8,32,29,0:00:33,0,0.00%,6.25%,2371
/opendata.dc.gov/datasets?content=spatial dataset&q=health,32,18,0:00:37,1,0.00%,6.25%,2372
/opendata.dc.gov/datasets?content=table&page=4,32,24,0:00:13,0,0.00%,6.25%,2373
/opendata.dc.gov/datasets?page=10&q=political,32,28,0:00:08,0,0.00%,0.00%,2374
/opendata.dc.gov/datasets?page=2&q=demographic&t=demographic,32,16,0:00:08,0,0.00%,3.12%,2375
/opendata.dc.gov/datasets?page=4&q=land use,32,25,0:00:37,1,0.00%,6.25%,2376
/opendata.dc.gov/datasets?q=*&keyword=environment&page=4&sort_by=updated_at,32,13,0:00:31,8,0.00%,9.38%,2377
/opendata.dc.gov/datasets?q=*&keyword=imagery&page=3&sort_by=name&sort_order=asc,32,16,<00:00:01,2,0.00%,0.00%,2378
/opendata.dc.gov/datasets?q=2017,32,24,0:00:12,0,0.00%,3.12%,2379
/opendata.dc.gov/datasets?q=bridge,32,21,0:00:08,1,0.00%,0.00%,2380
/opendata.dc.gov/datasets?q=city,32,24,0:00:26,0,0.00%,12.50%,2381
/opendata.dc.gov/datasets?q=cluster,32,27,0:00:20,3,0.00%,3.12%,2382
/opendata.dc.gov/datasets?q=college,32,22,0:01:15,2,0.00%,0.00%,2383
/opendata.dc.gov/datasets?q=dc+tax+lots&sort_by=relevance,32,17,0:00:37,8,0.00%,18.75%,2384
/opendata.dc.gov/datasets?q=green sites and amenities,32,27,0:00:24,3,0.00%,3.12%,2385
/opendata.dc.gov/datasets?q=income 2010,32,23,0:00:38,0,0.00%,0.00%,2386
/opendata.dc.gov/datasets?q=income&sort_by=relevance,32,17,0:01:29,0,0.00%,12.50%,2387
/opendata.dc.gov/datasets?q=metro line,32,23,0:00:09,2,0.00%,3.12%,2388
/opendata.dc.gov/datasets?q=police service areas,32,26,0:00:08,1,0.00%,3.12%,2389
/opendata.dc.gov/datasets?q=police+incidents&sort_by=relevance,32,13,0:00:17,12,0.00%,3.12%,2390
/opendata.dc.gov/datasets?q=public safety&t=public safety,32,22,0:00:13,1,0.00%,9.38%,2391
/opendata.dc.gov/datasets?q=purchase card transactions,32,20,0:00:32,0,0.00%,3.12%,2392
/opendata.dc.gov/datasets?q=Record Lots,32,19,0:00:26,10,10.00%,9.38%,2393
/opendata.dc.gov/datasets?q=signal,32,16,0:00:10,5,0.00%,6.25%,2394
/opendata.dc.gov/datasets?q=tax assessment,32,20,0:00:15,2,0.00%,0.00%,2395
/opendata.dc.gov/datasets?q=train,32,21,0:00:55,0,0.00%,6.25%,2396
/opendata.dc.gov/datasets?q=zoning map,32,23,0:00:18,0,0.00%,6.25%,2397
/opendata.dc.gov/datasets?q=zoning regulations of 2016,32,27,0:00:08,0,0.00%,3.12%,2398
/opendata.dc.gov/datasets?t=transportation,32,26,0:00:18,7,57.14%,15.62%,2399
/opendata.dc.gov/datasets/1b3e77aaa6154d1285af639323b0504f_2,32,28,0:01:40,1,100.00%,12.50%,2400
/opendata.dc.gov/datasets/297c17e0191d4fc6ae78d024f54324fe,32,14,0:00:04,1,0.00%,3.12%,2401
"/opendata.dc.gov/datasets/3d1134fc54694ae5a0ad9d0f3f515863_59?geometry=-77.884,38.738,-76.145,39.059",32,8,0:00:01,7,0.00%,0.00%,2402
/opendata.dc.gov/datasets/496533836db640bcade61dd9078b0d63_53/data,32,19,0:05:28,2,0.00%,12.50%,2403
/opendata.dc.gov/datasets/4ec10a5d5fef495ba62447b7445f2989_2,32,20,0:00:45,0,0.00%,9.38%,2404
/opendata.dc.gov/datasets/6cb6520725b0489d9a209a337818fad1_90/geoservice,32,26,0:00:49,1,0.00%,15.62%,2405
"/opendata.dc.gov/datasets/930907e0c08843c8b30ab36a29b8ff0e_4?geometry=-77.023,38.87,-76.982,38.882&mapSize=map-maximize",32,15,0:00:01,11,0.00%,3.12%,2406
/opendata.dc.gov/datasets/94304542baea49869e046ec18c353488_4,32,20,0:00:26,2,0.00%,12.50%,2407
/opendata.dc.gov/datasets/99d13287b85240b89bd46b2aa89e1acf_62,32,29,0:01:44,4,75.00%,21.88%,2408
/opendata.dc.gov/datasets/a0d5752a39ad47a691cfd205d3f4f062_37,32,16,0:00:02,3,50.00%,3.12%,2409
/opendata.dc.gov/datasets/a2beee9575404b9bb43f08b1523d89fd,32,12,0:00:03,1,0.00%,6.25%,2410
/opendata.dc.gov/datasets/building-permits-in-2013/data,32,27,0:04:33,0,0.00%,21.88%,2411
/opendata.dc.gov/datasets/commission-of-fine-arts-review-area,32,23,0:01:49,3,33.33%,15.62%,2412
/opendata.dc.gov/datasets/d2e337096dfa4606b62ec89d832c9397_0?uiTab=table&orderByFields=LICENSE_ISSUE_DATE+DESC,32,23,0:09:27,22,72.73%,62.50%,2413
/opendata.dc.gov/datasets/dc-boundary,32,31,0:00:41,0,0.00%,25.00%,2414
/opendata.dc.gov/datasets/eba3588449ab460e89e223b6d3549525_22,32,18,0:00:10,4,25.00%,3.12%,2415
/opendata.dc.gov/datasets/ecae0a9a7cc24b418ce6eade7433b25a,32,13,0:00:19,6,50.00%,15.62%,2416
/opendata.dc.gov/datasets/f6c703ebe2534fc3800609a07bad8f5b_17?uiTab=table,32,15,0:00:05,5,0.00%,0.00%,2417
/opendata.dc.gov/datasets/homeless-shelter-locations/geoservice,32,25,0:02:50,1,100.00%,28.12%,2418
/opendata.dc.gov/datasets/owner-lot-line-dimensions/data,32,26,0:01:49,0,0.00%,9.38%,2419
/opendata.dc.gov/datasets/sidewalk-repair-last-30-days,32,20,0:01:02,0,0.00%,12.50%,2420
/opendata.dc.gov/datasets/targeted-employment-area/data,32,26,0:01:11,3,33.33%,12.50%,2421
/opendata.dc.gov/datasets/waterbodies/data,32,29,0:01:33,0,0.00%,25.00%,2422
/opendata.dc.gov/datasets?keyword=demographic&page=3&sort_by=updated_at,31,20,0:00:20,1,0.00%,6.45%,2423
/opendata.dc.gov/datasets?keyword=environment&page=2&sort_by=updated_at,31,21,0:02:34,13,46.15%,38.71%,2424
/opendata.dc.gov/datasets?keyword=environment&page=4&sort_by=updated_at,31,29,0:01:31,7,42.86%,16.13%,2425
/opendata.dc.gov/datasets?page=2&q=pedestrian,31,27,0:01:06,1,0.00%,6.45%,2426
/opendata.dc.gov/datasets?page=4&q=school,31,27,0:01:20,1,0.00%,9.68%,2427
/opendata.dc.gov/datasets?q=*&keyword=economic&page=3&sort_by=updated_at,31,14,0:00:01,5,0.00%,3.23%,2428
/opendata.dc.gov/datasets?q=*&page=5&sort_by=updated_at,31,15,<00:00:01,0,0.00%,3.23%,2429
/opendata.dc.gov/datasets?q=bid,31,29,0:00:26,1,0.00%,3.23%,2430
/opendata.dc.gov/datasets?q=Building+Permits+-+&sort_by=relevance,31,19,0:00:06,11,0.00%,3.23%,2431
/opendata.dc.gov/datasets?q=cafe,31,19,0:00:19,0,0.00%,3.23%,2432
/opendata.dc.gov/datasets?q=crime incidents in 2013,31,27,0:00:11,0,0.00%,0.00%,2433
/opendata.dc.gov/datasets?q=crime rate,31,17,0:00:21,5,0.00%,3.23%,2434
/opendata.dc.gov/datasets?q=dc public schools,31,17,0:00:26,2,0.00%,0.00%,2435
/opendata.dc.gov/datasets?q=environmental,31,19,0:00:21,0,0.00%,3.23%,2436
/opendata.dc.gov/datasets?q=land+use&sort_by=relevance,31,18,0:01:30,7,9.09%,16.13%,2437
/opendata.dc.gov/datasets?q=manhole,31,30,0:00:28,2,0.00%,6.45%,2438
/opendata.dc.gov/datasets?q=National Park Service,31,17,0:00:04,6,0.00%,3.23%,2439
/opendata.dc.gov/datasets?q=picture&t=dc,31,22,0:00:11,11,0.00%,45.16%,2440
/opendata.dc.gov/datasets?q=Polling Places,31,14,0:00:02,14,6.67%,6.45%,2441
/opendata.dc.gov/datasets?q=Polygon,31,16,0:00:36,12,0.00%,6.45%,2442
/opendata.dc.gov/datasets?q=quadrant,31,25,0:00:06,0,0.00%,0.00%,2443
/opendata.dc.gov/datasets?q=topography&sort_by=relevance,31,18,0:01:41,8,50.00%,19.35%,2444
/opendata.dc.gov/datasets?q=traffic&sort_by=relevance,31,16,0:00:11,12,8.33%,12.90%,2445
/opendata.dc.gov/datasets?q=transportation&sort=name,31,20,0:00:14,0,0.00%,3.23%,2446
/opendata.dc.gov/datasets/014f4b4f94ea461498bfeba877d92319_56/data,31,23,0:02:09,4,33.33%,16.13%,2447
/opendata.dc.gov/datasets/0fe8bb5e99334db28db5807fd7174c24_0,31,25,0:00:39,5,40.00%,19.35%,2448
/opendata.dc.gov/datasets/114eb6cc581f495fa50d59016eea0dcf_37,31,23,0:01:54,6,40.00%,32.26%,2449
/opendata.dc.gov/datasets/114f6ca03cf7464d806bb009e7002023_10,31,19,0:00:34,0,0.00%,6.45%,2450
/opendata.dc.gov/datasets/4ac321b2d409438ebd76a6569ad94034_5?uiTab=table,31,17,0:02:17,8,12.50%,16.13%,2451
/opendata.dc.gov/datasets/8fb84cbb5e3543e88af99dfd6281ff8c,31,14,0:00:03,1,0.00%,6.45%,2452
/opendata.dc.gov/datasets/9dd17fd4b5e7460aa88f1ff26bcdf0b4_9,31,12,0:00:04,0,0.00%,0.00%,2453
/opendata.dc.gov/datasets/a3aefd57db394fd68d739556253dc44d_18/data,31,24,0:00:50,1,0.00%,3.23%,2454
/opendata.dc.gov/datasets/a657b34942564aa8b06f293cb0934cbd_1/data,31,23,0:01:22,3,50.00%,16.13%,2455
/opendata.dc.gov/datasets/ba28780cb2ad4d31859b664b52533040_17,31,25,0:02:28,4,25.00%,19.35%,2456
/opendata.dc.gov/datasets/census-tracts-in-2000/data,31,27,0:03:57,0,0.00%,25.81%,2457
/opendata.dc.gov/datasets/closed-circuit-tv-street-cameras/data,31,27,0:04:51,2,0.00%,38.71%,2458
/opendata.dc.gov/datasets/crime-incidents-in-2014/data,31,26,0:01:31,2,50.00%,16.13%,2459
/opendata.dc.gov/datasets/e491c38cbb6b4d5788f769742ee0d169_0,31,26,0:04:49,3,0.00%,29.03%,2460
"/opendata.dc.gov/datasets/f6c3c04113944f23a7993f2e603abaf2_23?geometry=-77.883,38.735,-76.143,39.055",31,18,0:10:30,18,22.22%,54.84%,2461
/opendata.dc.gov/datasets/independent-schools/data,31,29,0:01:49,1,0.00%,6.45%,2462
/opendata.dc.gov/datasets/integrated-tax-system-public-extract/geoservice,31,21,0:01:47,0,0.00%,12.90%,2463
/opendata.dc.gov/datasets/permit-inspections,31,23,0:00:28,0,0.00%,6.45%,2464
/opendata.dc.gov/datasets/pipeline-contractor-awarded-engagements,31,22,0:00:26,2,0.00%,3.23%,2465
/opendata.dc.gov/datasets/real-estate-portfolio-at-dmped/data,31,28,0:01:24,1,0.00%,19.35%,2466
/opendata.dc.gov/datasets?content=spatial dataset&page=2&q=property,30,24,0:00:18,0,0.00%,0.00%,2467
/opendata.dc.gov/datasets?content=spatial dataset&page=2&q=public safety,30,18,0:00:09,0,0.00%,6.67%,2468
/opendata.dc.gov/datasets?content=spatial dataset&page=9,30,29,0:00:14,0,0.00%,0.00%,2469
/opendata.dc.gov/datasets?content=spatial dataset&q=planning,30,23,0:00:28,0,0.00%,3.33%,2470
/opendata.dc.gov/datasets?page=14&q=planning,30,23,0:00:12,0,0.00%,6.67%,2471
/opendata.dc.gov/datasets?page=2&q=assessment,30,22,0:00:26,0,0.00%,0.00%,2472
/opendata.dc.gov/datasets?page=31,30,27,0:00:16,1,0.00%,3.33%,2473
/opendata.dc.gov/datasets?page=32,30,27,0:00:12,0,0.00%,0.00%,2474
/opendata.dc.gov/datasets?page=33,30,26,0:00:10,0,0.00%,3.33%,2475
/opendata.dc.gov/datasets?page=4&q=census,30,25,0:00:29,0,0.00%,6.67%,2476
/opendata.dc.gov/datasets?page=5&q=zoning,30,22,0:00:10,0,0.00%,3.33%,2477
/opendata.dc.gov/datasets?q=*&keyword=education&page=3&sort_by=updated_at,30,15,0:00:02,3,0.00%,6.67%,2478
/opendata.dc.gov/datasets?q=*&keyword=property&page=2&sort_by=updated_at,30,14,0:00:01,6,0.00%,6.67%,2479
/opendata.dc.gov/datasets?q=administrative boundaries,30,14,0:00:09,1,0.00%,3.33%,2480
/opendata.dc.gov/datasets?q=adult mental health providers,30,23,0:00:14,0,0.00%,0.00%,2481
/opendata.dc.gov/datasets?q=africa,30,29,0:00:21,0,0.00%,6.67%,2482
/opendata.dc.gov/datasets?q=block group,30,25,0:00:49,5,0.00%,3.33%,2483
/opendata.dc.gov/datasets?q=Bus Stop,30,14,0:00:05,10,0.00%,13.33%,2484
/opendata.dc.gov/datasets?q=Camera,30,17,0:00:18,12,8.33%,40.00%,2485
/opendata.dc.gov/datasets?q=condo approval lots,30,18,0:01:09,2,0.00%,10.00%,2486
/opendata.dc.gov/datasets?q=integrated,30,18,0:00:09,1,0.00%,3.33%,2487
/opendata.dc.gov/datasets?q=land boundary,30,13,0:00:12,0,0.00%,0.00%,2488
/opendata.dc.gov/datasets?q=Metro Station Entrances,30,16,0:00:06,13,7.69%,3.33%,2489
/opendata.dc.gov/datasets?q=metro&page=2&sort_by=relevance,30,11,0:00:34,3,0.00%,3.33%,2490
/opendata.dc.gov/datasets?q=occupancy,30,24,0:00:21,0,0.00%,10.00%,2491
/opendata.dc.gov/datasets?q=owner points - all fields,30,22,0:00:57,0,0.00%,10.00%,2492
/opendata.dc.gov/datasets?q=pavement,30,23,0:00:27,0,0.00%,6.67%,2493
/opendata.dc.gov/datasets?q=police&sort_by=relevance,30,17,0:00:44,7,10.00%,13.33%,2494
/opendata.dc.gov/datasets?q=property&sort=-updatedAt,30,23,0:00:42,0,0.00%,6.67%,2495
/opendata.dc.gov/datasets?q=sign,30,20,0:00:20,0,0.00%,3.33%,2496
/opendata.dc.gov/datasets?q=tree canopy,30,20,0:00:49,2,0.00%,3.33%,2497
/opendata.dc.gov/datasets?q=utility pole,30,18,0:00:08,7,0.00%,6.67%,2498
/opendata.dc.gov/datasets?q=vegetation,30,16,0:00:55,2,0.00%,0.00%,2499
/opendata.dc.gov/datasets?q=vehicle,30,25,0:00:27,0,0.00%,6.67%,2500
/opendata.dc.gov/datasets/2a70832d0e9d448fb3775a876c9ffb00_39,30,26,0:03:08,4,33.33%,13.33%,2501
/opendata.dc.gov/datasets/6ed034bc8d4843288438ad8f6598968c_34,30,16,0:00:14,2,0.00%,3.33%,2502
/opendata.dc.gov/datasets/913d9f5c330b4ab49f1483b69e5eb2bb_11,30,19,0:00:08,3,33.33%,13.33%,2503
"/opendata.dc.gov/datasets/95254fae17bc4792bd47b53f71c2e503_19?geometry=-77.936,38.743,-75.902,39.064",30,15,0:00:01,12,0.00%,0.00%,2504
"/opendata.dc.gov/datasets/a7fa884889514c77afe50423cdf07664_6?geometry=-77.356,38.877,-76.703,38.957",30,12,0:00:01,11,0.00%,3.33%,2505
/opendata.dc.gov/datasets/a7fa884889514c77afe50423cdf07664_6?uiTab=table,30,10,0:01:34,8,0.00%,26.67%,2506
"/opendata.dc.gov/datasets/adbb63799c9944ed9ae3cf82bd8f2fd5_3?geometry=-77.041,38.934,-77.014,38.939",30,9,0:01:03,6,0.00%,3.33%,2507
/opendata.dc.gov/datasets/aed0dc6ea30a48c7879ed3d99ff5cf64_37,30,14,0:00:10,1,0.00%,3.33%,2508
/opendata.dc.gov/datasets/artist-density-in-washington-dc/data,30,27,0:03:57,0,0.00%,6.67%,2509
/opendata.dc.gov/datasets/cd9aa046481f4883a25a7fb815e14870_43,30,19,0:01:06,1,100.00%,3.33%,2510
/opendata.dc.gov/datasets/d893dd7e18c341f2a5b184ab93861991_114,30,20,0:00:27,0,0.00%,6.67%,2511
/opendata.dc.gov/datasets/dead-animal-pickup-in-last-30-days,30,23,0:02:38,1,100.00%,10.00%,2512
"/opendata.dc.gov/datasets/ed418e61d7134e17bd218aee27c0ae83_20?geometry=-77.012,38.883,-76.98,38.903",30,7,0:00:02,6,0.00%,3.33%,2513
"/opendata.dc.gov/datasets/f21813094ed24fd5ba66a07b61a1acee_46?geometry=-78.32,38.734,-75.706,39.054",30,14,0:00:01,14,0.00%,6.67%,2514
/opendata.dc.gov/datasets/hidden-roads,30,24,0:00:18,1,0.00%,3.33%,2515
/opendata.dc.gov/datasets/integrated-tax-system-data-dictionary/data,30,25,0:04:20,0,0.00%,10.00%,2516
/opendata.dc.gov/datasets/land-boundary-changes-2014,30,23,0:00:42,0,0.00%,6.67%,2517
/opendata.dc.gov/datasets/moving-violations-issued-in-december-2016,30,19,0:00:19,3,33.33%,16.67%,2518
/opendata.dc.gov/datasets/moving-violations-issued-in-october-2016,30,22,0:01:55,1,0.00%,10.00%,2519
/opendata.dc.gov/datasets/museums-in-dc/data,30,23,0:01:34,1,0.00%,20.00%,2520
/opendata.dc.gov/datasets/office-of-aging-lead-agency-locations,30,24,0:01:43,2,0.00%,6.67%,2521
/opendata.dc.gov/datasets/universities-and-colleges/data,30,26,0:00:56,0,0.00%,16.67%,2522
/opendata.dc.gov/datasets/wireless-hotspots-from-dc-government/data,30,27,0:04:24,0,0.00%,16.67%,2523
/opendata.dc.gov/datasets?page=2&q=permits,29,23,0:00:15,0,0.00%,6.90%,2524
/opendata.dc.gov/datasets?page=36,29,25,0:00:20,0,0.00%,0.00%,2525
/opendata.dc.gov/datasets?page=37,29,24,0:00:15,0,0.00%,3.45%,2526
/opendata.dc.gov/datasets?page=56&sort_by=name&sort_order=asc,29,15,0:00:10,10,27.27%,13.79%,2527
/opendata.dc.gov/datasets?q=20009,29,21,0:00:50,1,0.00%,6.90%,2528
/opendata.dc.gov/datasets?q=campaign financial expenditures,29,14,0:00:23,2,0.00%,0.00%,2529
/opendata.dc.gov/datasets?q=central employment areas (cea),29,24,0:00:10,3,0.00%,3.45%,2530
/opendata.dc.gov/datasets?q=city service requests in 2011,29,27,0:00:32,1,0.00%,13.79%,2531
/opendata.dc.gov/datasets?q=dc boundary stones,29,22,0:00:09,0,0.00%,0.00%,2532
/opendata.dc.gov/datasets?q=demographic&t=dc gis,29,15,0:00:13,0,0.00%,3.45%,2533
"/opendata.dc.gov/datasets?q=district government land (owned, operated, and or managed)",29,26,0:00:24,1,0.00%,0.00%,2534
/opendata.dc.gov/datasets?q=fire hydrants,29,26,0:00:08,1,0.00%,0.00%,2535
/opendata.dc.gov/datasets?q=intersection,29,24,0:00:09,0,0.00%,3.45%,2536
/opendata.dc.gov/datasets?q=Sewers / Manholes,29,15,0:00:24,10,9.09%,10.34%,2537
/opendata.dc.gov/datasets?q=storm water,29,17,0:00:16,1,0.00%,3.45%,2538
/opendata.dc.gov/datasets?q=tracts,29,24,0:00:05,2,0.00%,0.00%,2539
/opendata.dc.gov/datasets?q=wifi,29,19,0:00:12,3,33.33%,13.79%,2540
/opendata.dc.gov/datasets?q=zip car,29,16,0:00:05,9,0.00%,0.00%,2541
/opendata.dc.gov/datasets/0e4b7d3a83b94a178b3d1f015db901ee_7/data,29,13,0:04:08,0,0.00%,13.79%,2542
/opendata.dc.gov/datasets/14c3e977a76a4b46af6719b3d1a47694_18?uiTab=charts&selectedAttributes[]=POLDIST_ID&selectedAttributes[]=BLACK&chartType=donut&embed=true,29,11,0:00:58,1,0.00%,6.90%,2543
/opendata.dc.gov/datasets/18a78a269ed04cba9e4be65ebf722c7d_1,29,24,0:03:41,12,58.33%,41.38%,2544
/opendata.dc.gov/datasets/1a549177bc084054ace5433e74911508_20,29,19,0:00:57,5,20.00%,10.34%,2545
/opendata.dc.gov/datasets/2a70832d0e9d448fb3775a876c9ffb00_27,29,28,0:03:17,7,71.43%,44.83%,2546
/opendata.dc.gov/datasets/50828cf6f54a41728408a9fd31969820_13,29,21,0:00:29,9,44.44%,24.14%,2547
/opendata.dc.gov/datasets/89ad93052a794f81972bce9ad134db8d_23,29,16,0:00:38,3,33.33%,17.24%,2548
/opendata.dc.gov/datasets/98407d88908c46d688d117729931f2c2_4,29,28,0:01:23,2,100.00%,31.03%,2549
/opendata.dc.gov/datasets/98aab2dee9cf40bcafb7a7c771162515_15,29,15,0:00:18,0,0.00%,0.00%,2550
/opendata.dc.gov/datasets/99d13287b85240b89bd46b2aa89e1acf_46,29,27,0:02:31,2,100.00%,24.14%,2551
/opendata.dc.gov/datasets/99d13287b85240b89bd46b2aa89e1acf_50,29,25,0:02:20,9,66.67%,41.38%,2552
/opendata.dc.gov/datasets/c2232cbe4b0a4ccfa5da353ea075ed23_17,29,19,0:01:20,2,66.67%,13.79%,2553
/opendata.dc.gov/datasets/ce3bb05f02bd4dc3ac2343cb9ff1b7b8_69,29,17,0:00:17,8,25.00%,24.14%,2554
/opendata.dc.gov/datasets/census-tracts-1940,29,24,0:02:43,1,0.00%,13.79%,2555
/opendata.dc.gov/datasets/crime-incidents-in-2008/data,29,24,0:01:48,2,50.00%,10.34%,2556
/opendata.dc.gov/datasets/district-land-rpta-ownership/data,29,26,0:03:04,0,0.00%,13.79%,2557
/opendata.dc.gov/datasets/e491c38cbb6b4d5788f769742ee0d169_21,29,27,0:02:02,1,100.00%,17.24%,2558
/opendata.dc.gov/datasets/impervious-surface-2010/data,29,19,0:01:54,0,0.00%,10.34%,2559
/opendata.dc.gov/datasets/moving-violations-summary-for-2011,29,25,0:01:49,0,0.00%,24.14%,2560
/opendata.dc.gov/datasets/occupancy-permits-in-2015,29,18,0:01:04,0,0.00%,3.45%,2561
/opendata.dc.gov/datasets/parcel-lot-points/data,29,26,0:01:10,0,0.00%,6.90%,2562
/opendata.dc.gov/datasets/parking-violations-in-january-2012,29,17,0:00:55,2,50.00%,10.34%,2563
/opendata.dc.gov/datasets/places-of-worship/data,29,23,0:04:10,3,25.00%,10.34%,2564
/opendata.dc.gov/datasets?content=spatial dataset&page=3&q=transportation,28,24,0:00:17,0,0.00%,0.00%,2565
/opendata.dc.gov/datasets?content=table&q=transportation,28,20,0:00:07,0,0.00%,0.00%,2566
/opendata.dc.gov/datasets?page=2&q=census tracts,28,16,0:00:16,0,0.00%,10.71%,2567
/opendata.dc.gov/datasets?page=2&q=environmental,28,14,0:00:17,2,0.00%,10.71%,2568
/opendata.dc.gov/datasets?page=2&q=fire,28,25,0:00:16,1,0.00%,17.86%,2569
/opendata.dc.gov/datasets?page=2&q=tax,28,24,0:00:22,0,0.00%,3.57%,2570
/opendata.dc.gov/datasets?page=3&q=buildings,28,22,0:00:21,0,0.00%,7.14%,2571
/opendata.dc.gov/datasets?page=4&t=dc gis,28,25,0:00:23,0,0.00%,7.14%,2572
/opendata.dc.gov/datasets?page=5&q=parking,28,24,0:00:12,0,0.00%,3.57%,2573
/opendata.dc.gov/datasets?page=5&q=traffic,28,27,0:00:12,0,0.00%,0.00%,2574
/opendata.dc.gov/datasets?page=7&q=business,28,25,0:00:17,0,0.00%,7.14%,2575
/opendata.dc.gov/datasets?q=bars,28,24,0:00:47,2,0.00%,7.14%,2576
/opendata.dc.gov/datasets?q=census block groups,28,19,0:00:05,0,0.00%,0.00%,2577
/opendata.dc.gov/datasets?q=city boundary,28,19,0:00:47,0,0.00%,3.57%,2578
/opendata.dc.gov/datasets?q=crim,28,27,0:02:17,0,0.00%,0.00%,2579
/opendata.dc.gov/datasets?q=crime&sort_by=name,28,8,0:00:01,6,0.00%,0.00%,2580
/opendata.dc.gov/datasets?q=dc quadrants,28,21,0:00:20,0,0.00%,0.00%,2581
/opendata.dc.gov/datasets?q=dc water,28,22,0:00:43,0,0.00%,3.57%,2582
/opendata.dc.gov/datasets?q=district land,28,14,0:00:16,0,0.00%,3.57%,2583
/opendata.dc.gov/datasets?q=drainage,28,19,0:00:38,0,0.00%,3.57%,2584
/opendata.dc.gov/datasets?q=Housing,28,19,0:00:14,1,0.00%,0.00%,2585
/opendata.dc.gov/datasets?q=impervious surface,28,23,0:00:43,0,0.00%,0.00%,2586
/opendata.dc.gov/datasets?q=movingviolations&page=1&sort_by=name&sort_order=asc,28,2,0:00:02,0,0.00%,0.00%,2587
/opendata.dc.gov/datasets?q=NGA,28,14,<00:00:01,12,0.00%,0.00%,2588
/opendata.dc.gov/datasets?q=Open Data,28,15,0:00:20,2,0.00%,14.29%,2589
/opendata.dc.gov/datasets?q=orthophoto,28,25,0:00:54,3,0.00%,53.57%,2590
/opendata.dc.gov/datasets?q=power,28,18,0:00:44,3,0.00%,10.71%,2591
/opendata.dc.gov/datasets?q=private schools,28,22,0:01:28,2,0.00%,7.14%,2592
/opendata.dc.gov/datasets?q=public space,28,22,0:00:43,1,0.00%,3.57%,2593
/opendata.dc.gov/datasets?q=ridership,28,25,0:00:55,2,0.00%,7.14%,2594
/opendata.dc.gov/datasets?q=storm drains,28,22,0:01:00,0,0.00%,7.14%,2595
/opendata.dc.gov/datasets?q=street trees,28,25,0:00:08,1,0.00%,3.57%,2596
/opendata.dc.gov/datasets?q=summer,28,23,0:00:54,3,0.00%,10.71%,2597
/opendata.dc.gov/datasets?q=zoning&sort_by=relevance,28,17,0:01:09,4,0.00%,10.71%,2598
/opendata.dc.gov/datasets/0ef47379cbae44e88267c01eaec2ff6e_31?uiTab=table,28,13,0:00:01,5,0.00%,14.29%,2599
/opendata.dc.gov/datasets/155496f6b34247b5909fd1173f8163b5_0/data,28,22,0:03:04,1,0.00%,25.00%,2600
/opendata.dc.gov/datasets/1560358b31fa4cdba3bda020dc380461_12,28,17,0:00:15,1,0.00%,7.14%,2601
/opendata.dc.gov/datasets/1b3e77aaa6154d1285af639323b0504f_28,28,24,0:04:08,1,100.00%,25.00%,2602
/opendata.dc.gov/datasets/287eaa2ecbff4d699762bbc6795ffdca_9?uiTab=table,28,15,0:01:07,8,25.00%,32.14%,2603
