URL,Pageviews,Unique_Pageviews,Avg_Time_on_Page,Entrances,Bounce_Rate,%_Exit,OBJECTID
/opendata.dc.gov/datasets/2a70832d0e9d448fb3775a876c9ffb00_50,28,23,0:02:32,10,80.00%,42.86%,2604
/opendata.dc.gov/datasets/34ae3d3c9752434a8c03aca5deb550eb_62/data,28,26,0:01:42,2,50.00%,25.00%,2605
/opendata.dc.gov/datasets/34ea35413dc5427f82d1cc3bfca18bd7_18,28,15,0:01:54,0,0.00%,3.57%,2606
"/opendata.dc.gov/datasets/3f28bc3ad77f49079efee0ac05d8464c_0?geometry=-77.06,38.898,-77.02,38.903",28,9,0:00:01,7,0.00%,3.57%,2607
/opendata.dc.gov/datasets/58e41f6541bf4c10b94342ba7d7f6442_9,28,14,0:00:02,0,0.00%,3.57%,2608
/opendata.dc.gov/datasets/5d14ae7dcd1544878c54e61edda489c3_24/data,28,22,0:01:02,1,0.00%,25.00%,2609
/opendata.dc.gov/datasets/661a67b1feaa4493b8a7ffb5642614d6_5,28,13,0:00:02,0,0.00%,0.00%,2610
/opendata.dc.gov/datasets/661a67b1feaa4493b8a7ffb5642614d6_6,28,14,0:00:01,1,0.00%,3.57%,2611
/opendata.dc.gov/datasets/99d13287b85240b89bd46b2aa89e1acf_41,28,26,0:01:13,8,50.00%,28.57%,2612
/opendata.dc.gov/datasets/a0eea990ba9f4ef9a23f94bc8fdb6871_8,28,13,0:00:01,1,0.00%,3.57%,2613
/opendata.dc.gov/datasets/ca3c52af582a40a1a74b92c8bb545a50_3,28,14,<00:00:01,0,0.00%,0.00%,2614
/opendata.dc.gov/datasets/chinatown-design-review-boundary,28,18,0:02:07,1,100.00%,10.71%,2615
/opendata.dc.gov/datasets/city-service-requests-in-2015/geoservice,28,21,0:01:59,0,0.00%,7.14%,2616
/opendata.dc.gov/datasets/construction-permits-via-ddot-tops/data,28,22,0:03:46,1,0.00%,17.86%,2617
/opendata.dc.gov/datasets/e013b23cc484405dbc260f0302275f62_0,28,16,0:00:10,4,0.00%,3.57%,2618
/opendata.dc.gov/datasets/f43fc2b0ad40448aae77a08d4ec3ccf5_2/geoservice,28,24,0:00:09,1,0.00%,10.71%,2619
/opendata.dc.gov/datasets/f6c703ebe2534fc3800609a07bad8f5b_17/data,28,26,0:02:27,1,0.00%,14.29%,2620
/opendata.dc.gov/datasets/historic-landmarks/data,28,23,0:00:22,1,100.00%,17.86%,2621
/opendata.dc.gov/datasets/industrial-revenue-bond-projects,28,23,0:01:23,2,0.00%,7.14%,2622
/opendata.dc.gov/datasets/leaf-collection-streets,28,26,0:00:23,0,0.00%,7.14%,2623
/opendata.dc.gov/datasets/overlay-zones/data,28,19,0:00:23,1,0.00%,3.57%,2624
/opendata.dc.gov/datasets/parking-violations-issued-in-august-2017,28,24,0:00:56,3,0.00%,17.86%,2625
/opendata.dc.gov/datasets/real-property-tax-assessment-sub-neighborhoods/data,28,24,0:00:38,2,50.00%,14.29%,2626
/opendata.dc.gov/datasets/residential-parking-permit-blocks?orderBy=REGISTEREDNAME,28,22,0:00:25,0,0.00%,17.86%,2627
/opendata.dc.gov/datasets/snapbase,28,24,0:02:29,0,0.00%,14.29%,2628
/opendata.dc.gov/datasets?page=2&q=transportation&t=transportation,27,22,0:00:09,0,0.00%,3.70%,2629
/opendata.dc.gov/datasets?page=3&q=police,27,25,0:00:06,0,0.00%,0.00%,2630
/opendata.dc.gov/datasets?page=35,27,22,0:00:25,1,0.00%,0.00%,2631
/opendata.dc.gov/datasets?page=68,27,16,0:00:33,0,0.00%,0.00%,2632
/opendata.dc.gov/datasets?page=7&sort=-updatedAt,27,22,0:00:16,0,0.00%,7.41%,2633
/opendata.dc.gov/datasets?page=93,27,21,0:00:20,0,0.00%,3.70%,2634
/opendata.dc.gov/datasets?q=*&keyword=imagery&page=3&sort_by=updated_at,27,10,0:00:16,3,0.00%,3.70%,2635
/opendata.dc.gov/datasets?q=Aging Services,27,17,0:01:06,15,46.67%,37.04%,2636
/opendata.dc.gov/datasets?q=Baseball Stadium Area,27,16,0:00:13,15,20.00%,29.63%,2637
/opendata.dc.gov/datasets?q=best management practices,27,25,0:00:04,2,0.00%,3.70%,2638
/opendata.dc.gov/datasets?q=call center,27,19,0:00:36,5,20.00%,11.11%,2639
/opendata.dc.gov/datasets?q=canopy,27,18,0:00:15,1,0.00%,0.00%,2640
/opendata.dc.gov/datasets?q=cbe,27,18,0:00:20,1,0.00%,3.70%,2641
/opendata.dc.gov/datasets?q=Combined Sewer Outfall (CSO) - Sewer Shed,27,17,0:02:57,12,33.33%,22.22%,2642
/opendata.dc.gov/datasets?q=crime incident,27,15,0:00:38,0,0.00%,0.00%,2643
/opendata.dc.gov/datasets?q=cso,27,17,0:00:15,2,0.00%,14.81%,2644
/opendata.dc.gov/datasets?q=district boundary as defined by boundary stones,27,22,0:00:09,0,0.00%,0.00%,2645
/opendata.dc.gov/datasets?q=financials&t=financials,27,18,0:00:12,0,0.00%,7.41%,2646
/opendata.dc.gov/datasets?q=green space,27,24,0:01:10,2,0.00%,11.11%,2647
/opendata.dc.gov/datasets?q=integrated tax system public extract,27,22,0:00:24,0,0.00%,11.11%,2648
/opendata.dc.gov/datasets?q=museum,27,19,0:00:06,2,0.00%,0.00%,2649
/opendata.dc.gov/datasets?q=museums in dc,27,25,0:00:08,1,0.00%,0.00%,2650
/opendata.dc.gov/datasets?q=Parking Meters,27,21,0:02:36,14,46.67%,40.74%,2651
/opendata.dc.gov/datasets?q=pollution,27,19,0:01:12,0,0.00%,7.41%,2652
/opendata.dc.gov/datasets?q=restaurants,27,24,0:00:27,0,0.00%,3.70%,2653
/opendata.dc.gov/datasets?q=store,27,22,0:01:06,1,0.00%,7.41%,2654
/opendata.dc.gov/datasets?q=Street Segments,27,13,0:00:22,8,0.00%,7.41%,2655
/opendata.dc.gov/datasets?q=truck,27,22,0:00:13,0,0.00%,0.00%,2656
/opendata.dc.gov/datasets?q=walk,27,18,0:00:08,0,0.00%,3.70%,2657
/opendata.dc.gov/datasets?q=water&sort_by=relevance,27,18,0:00:15,5,40.00%,11.11%,2658
/opendata.dc.gov/datasets?q=Zoning,27,20,0:01:24,8,42.86%,22.22%,2659
/opendata.dc.gov/datasets?t=washington,27,20,0:00:14,1,0.00%,11.11%,2660
/opendata.dc.gov/datasets/0964b879af2e4b50a5ddd947d94063c3_5,27,13,0:00:17,0,0.00%,0.00%,2661
/opendata.dc.gov/datasets/2015-cultural-facilities-projects,27,20,0:00:20,0,0.00%,7.41%,2662
/opendata.dc.gov/datasets/2a70832d0e9d448fb3775a876c9ffb00_8,27,26,0:01:08,2,100.00%,11.11%,2663
/opendata.dc.gov/datasets/33a81b8818eb46b2ac4e14af3c6e56ec_5,27,14,0:00:04,0,0.00%,0.00%,2664
/opendata.dc.gov/datasets/4d198d6d06aa4d8fa327d72daa3a4ecc_39,27,16,0:01:04,1,100.00%,3.70%,2665
/opendata.dc.gov/datasets/7b4816cbd94f46d3961d63b5819a32ae_3,27,13,0:00:03,6,0.00%,7.41%,2666
/opendata.dc.gov/datasets/818f83a0e6304b81b2f6639782f20b6d_25/data,27,18,0:00:15,8,12.50%,18.52%,2667
/opendata.dc.gov/datasets/84f2ccaf7d774dd49708898ff60bf640_11,27,13,0:00:06,1,0.00%,3.70%,2668
/opendata.dc.gov/datasets/99d13287b85240b89bd46b2aa89e1acf_106,27,25,0:03:51,6,33.33%,37.04%,2669
/opendata.dc.gov/datasets/99d13287b85240b89bd46b2aa89e1acf_90,27,22,0:03:50,11,63.64%,48.15%,2670
/opendata.dc.gov/datasets/a0e709dceafa4cb8abc7c68a17312f03_46,27,14,0:00:17,2,0.00%,0.00%,2671
"/opendata.dc.gov/datasets/adbb63799c9944ed9ae3cf82bd8f2fd5_3?geometry=-77.04,38.92,-77.035,38.92",27,20,0:02:51,12,50.00%,66.67%,2672
/opendata.dc.gov/datasets/affordable-housing/geoservice,27,18,0:01:54,3,0.00%,7.41%,2673
/opendata.dc.gov/datasets/d6364e8d068e4e558c82040569f5d33a_13,27,24,0:02:22,0,0.00%,7.41%,2674
/opendata.dc.gov/datasets/ddot-sidewalk-cafe-inspections,27,20,0:01:04,2,0.00%,29.63%,2675
"/opendata.dc.gov/datasets/e85b5321a5a84ff9af56fd614dab81b3_53?geometry=77.031,38.874,76.978,38.884",27,11,0:00:01,7,12.50%,3.70%,2676
/opendata.dc.gov/datasets/federal-land-rpta-ownership/data,27,22,0:00:41,0,0.00%,11.11%,2677
/opendata.dc.gov/datasets/fire-battalions,27,23,0:01:59,0,0.00%,3.70%,2678
/opendata.dc.gov/datasets/highway-advisory-radio,27,20,0:00:35,2,100.00%,14.81%,2679
/opendata.dc.gov/datasets/illegal-dumping-last-30-days,27,22,0:00:53,2,0.00%,11.11%,2680
/opendata.dc.gov/datasets/metro-station-entrances-in-dc/data,27,22,0:01:21,1,0.00%,7.41%,2681
/opendata.dc.gov/datasets/moving-violations-summary-for-2015/data,27,22,0:03:10,0,0.00%,7.41%,2682
/opendata.dc.gov/datasets/permanent-traffic-count-stations/data,27,21,0:01:18,0,0.00%,29.63%,2683
/opendata.dc.gov/datasets/public-space-permits-2017,27,23,0:00:07,1,0.00%,7.41%,2684
/opendata.dc.gov/datasets/purchase-orders-in-2017/geoservice,27,25,0:00:47,1,0.00%,22.22%,2685
"/opendata.dc.gov/datasets/residential-parking-permit-blocks?geometry=-77.67,38.816,-76.363,39.003",27,18,0:01:24,0,0.00%,14.81%,2686
/opendata.dc.gov/datasets/square-points,27,22,0:02:42,0,0.00%,7.41%,2687
/opendata.dc.gov/datasets/state-of-washington-dc,27,22,0:01:58,2,0.00%,29.63%,2688
/opendata.dc.gov/datasets/strategic-neighborhood-investment-program-areas,27,23,0:01:12,1,0.00%,11.11%,2689
/opendata.dc.gov/datasets/walkout-route-collection-points,27,21,0:01:15,0,0.00%,3.70%,2690
/opendata.dc.gov/datasets/ward-from-2002,27,23,0:03:07,1,0.00%,22.22%,2691
/opendata.dc.gov/datasets/wire-down-or-power-outage-in-last-30-days,27,22,0:00:27,4,0.00%,7.41%,2692
/opendata.dc.gov/datasets/zoning-regulations-of-2016/geoservice,27,20,0:02:47,1,0.00%,3.70%,2693
/opendata.dc.gov/datasets?content=spatial dataset&sort=-updatedAt,26,20,0:00:32,0,0.00%,0.00%,2694
/opendata.dc.gov/datasets?page=2&q=crime incidents,26,23,0:00:07,1,0.00%,0.00%,2695
/opendata.dc.gov/datasets?page=2&q=land,26,16,0:00:10,1,0.00%,7.69%,2696
/opendata.dc.gov/datasets?page=2&q=trees,26,20,0:01:05,0,0.00%,0.00%,2697
/opendata.dc.gov/datasets?page=3&q=permit,26,23,0:00:12,0,0.00%,3.85%,2698
/opendata.dc.gov/datasets?page=3&t=district of columbia,26,20,0:00:14,0,0.00%,0.00%,2699
/opendata.dc.gov/datasets?page=38&q=transportation,26,22,0:00:16,0,0.00%,3.85%,2700
/opendata.dc.gov/datasets?page=39,26,21,0:00:15,0,0.00%,0.00%,2701
/opendata.dc.gov/datasets?page=7&q=transportation&sort=name,26,8,0:00:08,0,0.00%,3.85%,2702
/opendata.dc.gov/datasets?q=*&keyword=environment&page=3&sort_by=updated_at,26,12,0:00:27,3,0.00%,7.69%,2703
/opendata.dc.gov/datasets?q=*&page=6&sort_by=updated_at,26,13,0:00:01,0,0.00%,3.85%,2704
/opendata.dc.gov/datasets?q=building footprint,26,23,0:00:20,1,0.00%,0.00%,2705
/opendata.dc.gov/datasets?q=building+footprints&sort_by=relevance,26,13,0:00:42,3,0.00%,11.54%,2706
/opendata.dc.gov/datasets?q=churches,26,25,0:00:14,2,0.00%,3.85%,2707
/opendata.dc.gov/datasets?q=cityworks service requests,26,21,0:00:13,2,0.00%,3.85%,2708
/opendata.dc.gov/datasets?q=common,26,20,0:00:46,0,0.00%,3.85%,2709
/opendata.dc.gov/datasets?q=construction permits in 2017,26,19,0:00:16,3,100.00%,3.85%,2710
/opendata.dc.gov/datasets?q=crime incidents in 2014,26,24,0:00:38,0,0.00%,7.69%,2711
/opendata.dc.gov/datasets?q=education&t=washington dc,26,18,0:00:13,0,0.00%,15.38%,2712
/opendata.dc.gov/datasets?q=energy&sort_by=relevance,26,16,0:04:46,8,37.50%,30.77%,2713
/opendata.dc.gov/datasets?q=integrated tax system,26,23,0:00:10,0,0.00%,0.00%,2714
/opendata.dc.gov/datasets?q=ITSPE,26,19,0:02:20,4,0.00%,7.69%,2715
/opendata.dc.gov/datasets?q=job,26,21,0:00:58,0,0.00%,15.38%,2716
/opendata.dc.gov/datasets?q=metro bus lines,26,23,0:00:05,0,0.00%,0.00%,2717
/opendata.dc.gov/datasets?q=parking meter,26,24,0:00:11,1,20.00%,26.92%,2718
/opendata.dc.gov/datasets?q=Parking+Violations+&sort_by=relevance,26,13,0:00:11,9,0.00%,0.00%,2719
/opendata.dc.gov/datasets?q=planning&sort=-updatedAt,26,20,0:00:15,0,0.00%,7.69%,2720
/opendata.dc.gov/datasets?q=population&sort_by=relevance,26,13,0:00:06,7,0.00%,3.85%,2721
/opendata.dc.gov/datasets?q=property line,26,16,0:00:19,0,0.00%,3.85%,2722
/opendata.dc.gov/datasets?q=survey,26,20,0:00:21,6,40.00%,11.54%,2723
/opendata.dc.gov/datasets?q=training,26,20,0:01:13,2,0.00%,11.54%,2724
/opendata.dc.gov/datasets?t=dc,26,24,0:00:28,0,0.00%,11.54%,2725
/opendata.dc.gov/datasets/03fcb333c5a3441ab9823116b4359c4a_4,26,17,0:00:04,2,0.00%,19.23%,2726
/opendata.dc.gov/datasets/0469e350d24d464d9f05517462e92d84,26,9,0:00:05,1,0.00%,7.69%,2727
/opendata.dc.gov/datasets/09f3cf8387be470da58b468a794f67eb_36,26,16,0:00:34,2,0.00%,3.85%,2728
/opendata.dc.gov/datasets/0e054d69efea44239dc9c63cf59c6c7d_8,26,11,0:00:01,2,0.00%,0.00%,2729
/opendata.dc.gov/datasets/0f7d9b56f5414c39a42e341cc69b1f8a_3,26,14,0:00:08,3,0.00%,7.69%,2730
/opendata.dc.gov/datasets/150cf72502b344448d900a4f1d779b3a_1,26,13,<00:00:01,1,0.00%,0.00%,2731
/opendata.dc.gov/datasets/15d2fb1bab934e0db54ab831be480268_30,26,13,0:00:01,2,0.00%,3.85%,2732
/opendata.dc.gov/datasets/19831c54b263408c87700db9c889a7ff_15,26,12,0:00:21,3,0.00%,3.85%,2733
/opendata.dc.gov/datasets/1b3e77aaa6154d1285af639323b0504f_12,26,23,0:02:08,2,0.00%,11.54%,2734
"/opendata.dc.gov/datasets/1f2268711936426a88d12652b0e53ab1_32?mapSize=map-maximize&geometry=-76.999,38.911,-76.958,38.924",26,9,<00:00:01,8,0.00%,0.00%,2735
/opendata.dc.gov/datasets/1f6708b1f3774306bef2fa81e612a725_40?uiTab=table,26,13,0:00:03,7,14.29%,15.38%,2736
/opendata.dc.gov/datasets/2007-traffic-volume/data,26,19,0:02:40,0,0.00%,0.00%,2737
/opendata.dc.gov/datasets/35034fcb3b36499c84c94c069ab1a966_27?uiTab=table,26,13,0:00:22,4,0.00%,11.54%,2738
/opendata.dc.gov/datasets/527dd12b814943658d31f2a9b4b6e07f_16?uiTab=table,26,11,0:00:05,10,0.00%,11.54%,2739
/opendata.dc.gov/datasets/6af5cb8dc38e4bcbac8168b27ee104aa_38/geoservice,26,19,0:02:35,7,14.29%,26.92%,2740
/opendata.dc.gov/datasets/8d5156f3cf354393a17172a5c93bd7c7_1,26,15,0:00:40,1,0.00%,3.85%,2741
/opendata.dc.gov/datasets/98407d88908c46d688d117729931f2c2_5,26,23,0:01:17,3,33.33%,23.08%,2742
/opendata.dc.gov/datasets/99d13287b85240b89bd46b2aa89e1acf_58,26,24,0:01:08,3,33.33%,30.77%,2743
/opendata.dc.gov/datasets/9b040759c7264e59b8943fea0f081725_10,26,10,<00:00:01,0,0.00%,0.00%,2744
"/opendata.dc.gov/datasets/a081c2756d844eb398de6ea4bf936ced_36?geometry=-76.989,38.894,-76.96,38.899",26,8,0:00:24,4,0.00%,19.23%,2745
"/opendata.dc.gov/datasets/a081c2756d844eb398de6ea4bf936ced_36?geometry=-77.094,38.865,-76.976,38.885",26,8,0:00:42,8,25.00%,11.54%,2746
"/opendata.dc.gov/datasets/aa514416aaf74fdc94748f1e56e7cc8a_0?geometry=-78.343,38.708,-75.729,39.082",26,19,0:04:41,4,0.00%,30.77%,2747
/opendata.dc.gov/datasets/abc00ed761234b8387ddaeb4e759fc70_0,26,17,0:01:03,2,66.67%,34.62%,2748
/opendata.dc.gov/datasets/ba150a4170bc484b8cc204be308fa70c_1,26,17,0:01:27,0,0.00%,0.00%,2749
/opendata.dc.gov/datasets/basic-business-license-2015,26,19,0:00:16,0,0.00%,0.00%,2750
"/opendata.dc.gov/datasets/bda20763840448b58f8383bae800a843_26?uiTab=table&filterByExtent=true&where=OFFENSE+like+’%HOMICIDE%’&geometry=-77.86,38.735,-76.212,39.055&orderByFields=REPORTDATETIME+DESC",26,12,<00:00:01,9,0.00%,0.00%,2751
/opendata.dc.gov/datasets/capital-projects-in-2015,26,20,0:01:12,0,0.00%,11.54%,2752
"/opendata.dc.gov/datasets/cb1149ef2e5649ae99d8b9bf1b0a612e_9?uiTab=charts&selectedAttributes[]=DEC2013&chartType=bar&geometry=-77.524,38.814,-76.505,38.974",26,11,0:00:01,9,0.00%,0.00%,2753
/opendata.dc.gov/datasets/city-service-requests-in-2012/data,26,22,0:02:06,8,0.00%,15.38%,2754
/opendata.dc.gov/datasets/cityworks-service-requests/data?orderBy=WARD&orderByAsc=false&where= (STATUS = 'INSPCOMP' OR STATUS = 'OPEN' OR STATUS = 'PENDING') AND UPPER(PSA) like 'P1%' AND (UPPER(SMD) like '^05%' OR UPPER(SMD) like '^06%'),26,18,0:03:25,10,0.00%,26.92%,2755
/opendata.dc.gov/datasets/combined-sewer-outfall-sewer-shed/data,26,18,0:00:42,1,0.00%,7.69%,2756
/opendata.dc.gov/datasets/construction-permits-in-2014,26,22,0:01:38,0,0.00%,7.69%,2757
"/opendata.dc.gov/datasets/dc3289eab3d2400ea49c154863312434_8?uiTab=charts&orderByFields=OFFENSE+ASC&geometry=-77.848,38.745,-76.086,39.066&filterByExtent=false",26,12,0:00:01,9,0.00%,0.00%,2758
/opendata.dc.gov/datasets/digital-inclusion-sites/data,26,17,0:01:34,0,0.00%,3.85%,2759
/opendata.dc.gov/datasets/ef3a2c3327584b25bb58d2b32c309364_18,26,18,0:00:44,0,0.00%,7.69%,2760
/opendata.dc.gov/datasets/moving-violations-issued-in-may-2016,26,16,0:00:25,2,0.00%,0.00%,2761
/opendata.dc.gov/datasets/office-of-aging-lead-agency-service-areas,26,19,0:01:26,0,0.00%,0.00%,2762
/opendata.dc.gov/datasets/purchase-orders-in-2007,26,18,0:00:18,0,0.00%,11.54%,2763
/opendata.dc.gov/datasets/record-lot-points/data,26,18,0:00:40,0,0.00%,3.85%,2764
/opendata.dc.gov/datasets/reservations-points,26,19,0:01:34,0,0.00%,3.85%,2765
/opendata.dc.gov/datasets/school-attendance-zones-senior-high/data,26,23,0:04:06,1,0.00%,19.23%,2766
/opendata.dc.gov/datasets/sex-offender-registry/data,26,20,0:04:08,0,0.00%,11.54%,2767
/opendata.dc.gov/datasets/zoning-downtown-designated-streets-buffer,26,22,0:00:18,1,100.00%,15.38%,2768
/opendata.dc.gov/datasets?keyword=political&page=2&sort_by=updated_at,25,15,0:00:52,1,0.00%,8.00%,2769
/opendata.dc.gov/datasets?keyword=transportation&q=snow,25,12,0:00:29,10,0.00%,28.00%,2770
/opendata.dc.gov/datasets?page=2&q=lots,25,19,0:01:10,0,0.00%,4.00%,2771
/opendata.dc.gov/datasets?page=2&q=roads (all),25,12,0:00:13,0,0.00%,0.00%,2772
/opendata.dc.gov/datasets?page=2&q=transportation&sort=-updatedAt,25,17,0:00:14,0,0.00%,12.00%,2773
/opendata.dc.gov/datasets?page=3&q=boundary,25,21,0:00:15,0,0.00%,4.00%,2774
/opendata.dc.gov/datasets?page=3&q=roads,25,21,0:00:19,0,0.00%,0.00%,2775
/opendata.dc.gov/datasets?page=3&q=ward,25,21,0:00:07,0,0.00%,0.00%,2776
/opendata.dc.gov/datasets?page=4&q=planimetric,25,19,0:01:18,1,0.00%,4.00%,2777
/opendata.dc.gov/datasets?page=5&q=building,25,23,0:00:14,0,0.00%,0.00%,2778
/opendata.dc.gov/datasets?q=*&keyword=property&sort_by=updated_at,25,11,0:00:15,3,0.00%,0.00%,2779
/opendata.dc.gov/datasets?q=Baist Index (1959),25,14,0:00:16,9,10.00%,16.00%,2780
/opendata.dc.gov/datasets?q=bus&sort_by=relevance,25,15,0:00:07,7,16.67%,20.00%,2781
/opendata.dc.gov/datasets?q=camera enforcement locations,25,17,0:00:13,0,0.00%,0.00%,2782
/opendata.dc.gov/datasets?q=CCTV,25,13,0:00:03,7,0.00%,8.00%,2783
/opendata.dc.gov/datasets?q=DC,25,21,0:00:11,0,0.00%,8.00%,2784
/opendata.dc.gov/datasets?q=DC GIS,25,16,0:01:05,2,0.00%,8.00%,2785
/opendata.dc.gov/datasets?q=district boundary,25,22,0:00:09,1,0.00%,0.00%,2786
/opendata.dc.gov/datasets?q=districts,25,19,0:00:19,0,0.00%,4.00%,2787
/opendata.dc.gov/datasets?q=hiv,25,18,0:00:09,1,0.00%,4.00%,2788
/opendata.dc.gov/datasets?q=hiv/aids clinic,25,23,0:00:59,2,0.00%,4.00%,2789
/opendata.dc.gov/datasets?q=hydro,25,18,0:00:11,2,0.00%,0.00%,2790
/opendata.dc.gov/datasets?q=image,25,19,0:01:33,2,0.00%,16.00%,2791
/opendata.dc.gov/datasets?q=imagery&t=dc gis,25,21,0:00:51,0,0.00%,8.00%,2792
/opendata.dc.gov/datasets?q=immigration,25,22,0:00:13,3,0.00%,12.00%,2793
/opendata.dc.gov/datasets?q=internet,25,14,0:01:00,1,0.00%,0.00%,2794
/opendata.dc.gov/datasets?q=itsa&sort_by=relevance,25,21,0:01:13,9,44.44%,40.00%,2795
/opendata.dc.gov/datasets?q=moving violations&sort=-updatedAt,25,19,0:00:30,1,100.00%,8.00%,2796
/opendata.dc.gov/datasets?q=record lot,25,12,0:00:08,1,0.00%,0.00%,2797
/opendata.dc.gov/datasets?q=shapefiles,25,13,0:00:14,0,0.00%,0.00%,2798
/opendata.dc.gov/datasets?q=street&sort_by=relevance,25,13,0:00:25,3,33.33%,4.00%,2799
/opendata.dc.gov/datasets?q=transportation&t=washington dc,25,18,0:00:14,0,0.00%,4.00%,2800
/opendata.dc.gov/datasets?q=war,25,22,0:00:09,0,0.00%,4.00%,2801
/opendata.dc.gov/datasets?q=well,25,13,0:00:18,1,0.00%,8.00%,2802
/opendata.dc.gov/datasets/18a78a269ed04cba9e4be65ebf722c7d_2,25,20,0:02:43,4,100.00%,32.00%,2803
/opendata.dc.gov/datasets/19905e2b0e1140ec9ce8437776feb595_8/data,25,17,0:03:41,1,0.00%,16.00%,2804
/opendata.dc.gov/datasets/1b38bd7ce3704a25a38f35aa87a9517b_21/data,25,15,0:00:46,1,0.00%,12.00%,2805
/opendata.dc.gov/datasets/1cd772ef24404a14a5bd67cc5ab15f49_2,25,14,0:00:08,1,0.00%,12.00%,2806
/opendata.dc.gov/datasets/32ff33bd96ba4168ae5fc898c834a347_0,25,13,0:00:10,1,0.00%,4.00%,2807
/opendata.dc.gov/datasets/3f28bc3ad77f49079efee0ac05d8464c_0?uiTab=table,25,13,0:00:02,9,11.11%,12.00%,2808
/opendata.dc.gov/datasets/6f0a385e6f49467ead6888b939eb2e3f_65/data,25,17,0:03:52,1,0.00%,20.00%,2809
/opendata.dc.gov/datasets/794810d6111a4c17ab4911a6b88f75ec_0,25,13,0:03:26,3,100.00%,24.00%,2810
/opendata.dc.gov/datasets/81a9d9885947483aa2088d81b20bfe66_1,25,20,0:01:32,1,0.00%,12.00%,2811
/opendata.dc.gov/datasets/86ea673e558942169f7e3b198cf4c0b8_7,25,13,0:00:07,2,0.00%,0.00%,2812
/opendata.dc.gov/datasets/96bb7f56588c4d4595933c0ba772b3cb_1/data,25,14,0:04:17,3,0.00%,20.00%,2813
"/opendata.dc.gov/datasets/96bb7f56588c4d4595933c0ba772b3cb_1/data?geometry=-77.96,38.697,-75.324,39.071",25,24,0:05:11,11,0.00%,40.00%,2814
/opendata.dc.gov/datasets/98407d88908c46d688d117729931f2c2_10,25,24,0:02:48,3,100.00%,24.00%,2815
/opendata.dc.gov/datasets/advisory-neighborhood-commissions-from-2002,25,22,0:01:50,0,0.00%,12.00%,2816
/opendata.dc.gov/datasets/bdbe356375d649ac8eceba21b5c8cb41_15,25,21,0:00:50,1,0.00%,16.00%,2817
/opendata.dc.gov/datasets/e85b5321a5a84ff9af56fd614dab81b3_53/data,25,19,0:03:32,3,0.00%,20.00%,2818
/opendata.dc.gov/datasets/ea25c360589d4f44addfac479d3f073e_3,25,17,0:01:07,3,0.00%,20.00%,2819
/opendata.dc.gov/datasets/embassies/data,25,19,0:00:53,0,0.00%,12.00%,2820
/opendata.dc.gov/datasets/emergency-transfer-locations,25,20,0:01:34,0,0.00%,4.00%,2821
/opendata.dc.gov/datasets/f5fb3c4de1074155acc8671744e13669_5,25,13,0:02:03,3,0.00%,0.00%,2822
/opendata.dc.gov/datasets/fire-stations/data,25,18,0:01:20,0,0.00%,12.00%,2823
/opendata.dc.gov/datasets/homeless-facility-shuttle-stops/data,25,22,0:01:39,1,100.00%,16.00%,2824
/opendata.dc.gov/datasets/hydrography-lines/data,25,17,0:01:52,0,0.00%,8.00%,2825
/opendata.dc.gov/datasets/land-boundary-changes-2017/data,25,18,0:00:31,1,100.00%,4.00%,2826
/opendata.dc.gov/datasets/mobile-roadway-vending-location,25,18,0:00:48,1,100.00%,12.00%,2827
/opendata.dc.gov/datasets/parking-violations-in-march-2015/data,25,20,0:02:39,1,50.00%,16.00%,2828
/opendata.dc.gov/datasets/playground-locations,25,21,0:01:28,0,0.00%,8.00%,2829
/opendata.dc.gov/datasets/post-offices,25,20,0:00:57,0,0.00%,28.00%,2830
/opendata.dc.gov/datasets/purchase-orders-in-2004,25,7,0:01:22,0,0.00%,4.00%,2831
/opendata.dc.gov/datasets/purchase-orders-in-2008,25,14,0:00:09,1,100.00%,4.00%,2832
"/opendata.dc.gov/datasets/residential-parking-permit-blocks/data?geometry=-77.532,38.816,-76.489,39.003",25,17,0:01:19,0,0.00%,16.00%,2833
/opendata.dc.gov/datasets/soil-type-by-slope/data,25,17,0:01:25,1,0.00%,16.00%,2834
/opendata.dc.gov/datasets/ward-2002/data,25,21,0:02:13,0,0.00%,24.00%,2835
/opendata.dc.gov/datasets?content=document&page=2,24,19,0:01:21,0,0.00%,12.50%,2836
/opendata.dc.gov/datasets?page=2&q=park,24,20,0:00:09,0,0.00%,0.00%,2837
/opendata.dc.gov/datasets?page=3&q=bicycle,24,24,0:00:40,0,0.00%,12.50%,2838
/opendata.dc.gov/datasets?page=3&q=wards,24,21,0:00:06,0,0.00%,0.00%,2839
/opendata.dc.gov/datasets?page=3&q=washington dc,24,19,0:00:40,0,0.00%,0.00%,2840
/opendata.dc.gov/datasets?page=44,24,19,0:00:31,0,0.00%,0.00%,2841
/opendata.dc.gov/datasets?page=48,24,17,0:00:11,0,0.00%,0.00%,2842
/opendata.dc.gov/datasets?page=5&t=dc gis,24,19,0:00:51,0,0.00%,4.17%,2843
/opendata.dc.gov/datasets?page=6&q=traffic,24,24,0:00:13,0,0.00%,0.00%,2844
/opendata.dc.gov/datasets?page=7&q=planimetric,24,14,0:00:25,0,0.00%,0.00%,2845
/opendata.dc.gov/datasets?page=8&q=business,24,21,0:00:44,0,0.00%,4.17%,2846
